station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBAN,2025-01-16 11:00,68.00,68.00,100.00,30.00,7.00,0.00,30.00,M,0.50,M,BKN,M,M,M,300.00,M,M,M,-DZ FG,M,M,M,M,M,M,68.00,SBAN 161100Z 03007KT 0800 R06L/P2000 R24R/P2000 -DZ FG BKN003 20/20 Q1016,M
SBAN,2025-01-16 12:00,69.80,69.80,100.00,30.00,7.00,0.00,30.00,M,1.24,M,BKN,M,M,M,300.00,M,M,M,-DZ BR,M,M,M,M,M,M,69.80,SBAN 161200Z 03007KT 2000 -DZ BR BKN003 21/21 Q1016,M
SBGR,2025-01-16 12:00,71.60,66.20,83.09,60.00,11.00,0.00,30.03,M,6.21,M,BKN,BKN,M,M,1300.00,1500.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 161200Z 06011KT 9999 BKN013 BKN015 22/19 Q1017,M
SBAN,2025-01-16 13:00,69.80,69.80,100.00,360.00,10.00,0.00,30.03,M,2.49,M,BKN,BKN,BKN,M,300.00,1300.00,7000.00,M,-DZ BR,M,M,M,M,M,M,69.80,SBAN 161300Z 36010KT 4000 -DZ BR BKN003 BKN013 BKN070 21/21 Q1017,M
SBGR,2025-01-16 13:00,75.20,66.20,73.61,60.00,12.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,1300.00,1700.00,M,M,M,M,M,M,M,M,M,75.20,SBGR 161300Z 06012KT 9999 FEW013 BKN017 24/19 Q1017,M
SBAN,2025-01-16 14:00,71.60,69.80,94.06,350.00,10.00,0.00,30.03,M,1.24,M,SCT,BKN,M,M,400.00,800.00,M,M,-DZ BR,M,M,M,M,M,M,71.60,SBAN 161400Z 35010KT 2000 -DZ BR SCT004 BKN008 22/21 Q1017,M
SBGR,2025-01-16 14:00,78.80,68.00,69.52,60.00,8.00,0.00,30.03,M,6.21,M,SCT,BKN,M,M,2000.00,8000.00,M,M,M,M,M,M,M,M,M,78.80,SBGR 161400Z 06008KT 9999 SCT020 BKN080 26/20 Q1017,M
SBGR,2025-01-16 15:00,78.80,66.20,65.33,70.00,11.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,2000.00,8000.00,M,M,M,M,M,M,M,M,M,78.80,SBGR 161500Z 07011KT 9999 FEW020 BKN080 26/19 Q1017,M
SBAN,2025-01-16 15:00,71.60,71.60,100.00,360.00,10.00,0.00,30.00,M,5.59,M,SCT,BKN,BKN,FEW,400.00,800.00,1300.00,2000.00,SHRA,M,M,M,M,M,M,71.60,SBAN 161500Z 36010KT 9000 4000NE SHRA SCT004 BKN008 BKN013 FEW020TCU 22/22 Q1016,M
SBGR,2025-01-16 16:00,78.80,68.00,69.52,60.00,10.00,0.00,30.00,M,6.21,M,FEW,BKN,M,M,2000.00,7000.00,M,M,M,M,M,M,M,M,M,78.80,SBGR 161600Z 06010KT 9999 FEW020 BKN070 26/20 Q1016,M
SBAN,2025-01-16 16:00,71.60,69.80,94.06,360.00,10.00,0.00,29.97,M,2.49,M,SCT,BKN,BKN,FEW,400.00,800.00,1300.00,2000.00,-RA BR,M,M,M,M,M,M,71.60,SBAN 161600Z 36010KT 4000 -RA BR SCT004 BKN008 BKN013 FEW020TCU 22/21 Q1015 RESHRA,M
SBAN,2025-01-16 17:00,73.40,69.80,88.51,350.00,13.00,0.00,29.94,M,2.49,M,BKN,BKN,FEW,M,600.00,1300.00,2000.00,M,-RA BR,M,M,M,M,M,M,73.40,SBAN 161700Z 35013KT 4000 -RA BR BKN006 BKN013 FEW020TCU 23/21 Q1014,M
SBGR,2025-01-16 17:00,82.40,68.00,61.81,70.00,9.00,0.00,29.97,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,85.38,SBGR 161700Z 07009KT 9999 BKN040 28/20 Q1015,M
SBAN,2025-01-16 18:00,73.40,69.80,88.51,360.00,12.00,0.00,29.94,M,6.21,22.00,BKN,BKN,FEW,M,900.00,1300.00,2000.00,M,SHRA,M,M,M,M,M,M,73.40,SBAN 161800Z 36012G22KT 9999 4000NE SHRA BKN009 BKN013 FEW020TCU 23/21 Q1014,M
SBGR,2025-01-16 18:00,84.20,68.00,58.32,70.00,11.00,0.00,29.94,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,87.40,SBGR 161800Z 07011KT 9999 BKN040 29/20 Q1014,M
SBAN,2025-01-16 19:00,75.20,68.00,78.34,350.00,10.00,0.00,29.94,M,6.21,20.00,BKN,BKN,FEW,M,900.00,1300.00,2000.00,M,SHRA,M,M,M,M,M,M,75.20,SBAN 161900Z 35010G20KT 9999 4000NE SHRA BKN009 BKN013 FEW020TCU 24/20 Q1014,M
SBGR,2025-01-16 19:00,84.20,66.20,54.80,80.00,9.00,0.00,29.91,M,6.21,M,BKN,FEW,M,M,3500.00,4000.00,M,M,M,M,M,M,M,M,M,86.50,SBGR 161900Z 08009KT 9999 BKN035 FEW040TCU 29/19 Q1013,M
SBGR,2025-01-16 20:00,82.40,66.20,58.08,70.00,13.00,0.00,29.91,M,6.21,M,BKN,FEW,M,M,3500.00,4000.00,M,M,VCSH,M,M,M,M,M,M,84.63,SBGR 162000Z 07013KT 9999 VCSH BKN035 FEW040TCU 28/19 Q1013,M
SBAN,2025-01-16 20:00,71.60,71.60,100.00,360.00,7.00,0.00,29.94,M,6.21,M,BKN,BKN,FEW,M,900.00,1300.00,2000.00,M,SHRA,M,M,M,M,M,M,71.60,SBAN 162000Z 36007KT 9999 4000NE SHRA BKN009 BKN013 FEW020TCU 22/22 Q1014,M
SBAN,2025-01-16 20:07,69.80,69.80,100.00,360.00,6.00,0.00,29.94,M,2.49,M,BKN,BKN,FEW,M,600.00,1300.00,2000.00,M,-RA BR,M,M,M,M,M,M,69.80,SBAN 162007Z 36006KT 4000 -RA BR BKN006 BKN013 FEW020TCU 21/21 Q1014 RESHRA,M
SBGR,2025-01-16 20:40,75.20,71.60,88.59,80.00,9.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,4000.00,7000.00,M,M,-TSRA,M,M,M,M,M,M,75.20,SBGR 162040Z 08009KT 9999 -TSRA FEW040CB BKN070 24/22 Q1014,M
SBAN,2025-01-16 21:00,69.80,69.80,100.00,350.00,7.00,0.00,29.94,M,1.24,M,BKN,BKN,BKN,FEW,400.00,600.00,1300.00,2000.00,-RA BR,M,M,M,M,M,M,69.80,COR SBAN 162100Z 35007KT 2000 -RA BR BKN004 BKN006 BKN013 FEW020TCU 21/21 Q1014,M
SBGR,2025-01-16 21:00,75.20,71.60,88.59,110.00,5.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,4000.00,7000.00,M,M,-TSRA,M,M,M,M,M,M,75.20,SBGR 162100Z 11005KT 9999 -TSRA FEW040CB BKN070 24/22 Q1014,M
SBGR,2025-01-16 22:00,75.20,71.60,88.59,110.00,2.00,0.00,29.97,M,6.21,M,BKN,FEW,M,M,1700.00,4000.00,M,M,M,M,M,M,M,M,M,75.20,SBGR 162200Z 11002KT 9999 BKN017 FEW040TCU 24/22 Q1015 RETS,M
SBAN,2025-01-16 22:00,68.00,68.00,100.00,10.00,7.00,0.00,29.97,M,0.50,M,BKN,BKN,FEW,M,200.00,500.00,2500.00,M,RA FG,M,M,M,M,M,M,68.00,SBAN 162200Z 01007KT 0800 R06L/P2000D R24R/P2000D RA FG BKN002 BKN005 FEW025TCU 20/20 Q1015,M
SBGR,2025-01-16 22:25,75.20,71.60,88.59,120.00,5.00,0.00,29.97,M,3.73,M,BKN,M,M,M,1100.00,M,M,M,-RA,M,M,M,M,M,M,75.20,SBGR 162225Z 12005KT 6000 -RA BKN011 24/22 Q1015,M
SBGR,2025-01-16 23:00,73.40,71.60,94.10,130.00,5.00,0.00,29.97,M,4.35,M,FEW,BKN,OVC,M,1100.00,2000.00,10000.00,M,-RA,M,M,M,M,M,M,73.40,SBGR 162300Z 13005KT 7000 -RA FEW011 BKN020 OVC100 23/22 Q1015,M
SBAN,2025-01-16 23:00,68.00,68.00,100.00,40.00,8.00,0.00,30.00,M,4.35,M,BKN,BKN,M,M,500.00,1000.00,M,M,-RA,M,M,M,M,M,M,68.00,SBAN 162300Z 04008KT 7000 -RA BKN005 BKN010 20/20 Q1016 RERA,M
SBGR,2025-01-16 23:25,73.40,69.80,88.51,140.00,6.00,0.00,30.00,M,2.49,M,BKN,OVC,M,M,1100.00,10000.00,M,M,RA,M,M,M,M,M,M,73.40,SBGR 162325Z 14006KT 4000 RA BKN011 OVC100 23/21 Q1016,M
SBAN,2025-01-17 00:00,68.00,68.00,100.00,20.00,6.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,400.00,1000.00,M,M,-RA,M,M,M,M,M,M,68.00,SBAN 170000Z 02006KT 9999 -RA BKN004 SCT010 20/20 Q1017,M
SBGR,2025-01-17 00:00,71.60,71.60,100.00,70.00,6.00,0.00,30.00,M,1.86,M,BKN,FEW,OVC,M,800.00,4000.00,10000.00,M,+TSRA,M,M,M,M,M,M,71.60,SBGR 170000Z 07006KT 3000 +TSRA BKN008 FEW040CB OVC100 22/22 Q1016 RERA,M
SBGR,2025-01-17 00:15,71.60,71.60,100.00,120.00,5.00,0.00,30.03,M,2.49,M,BKN,FEW,OVC,M,800.00,4000.00,10000.00,M,TSRA,M,M,M,M,M,M,71.60,SBGR 170015Z 12005KT 4000 TSRA BKN008 FEW040CB OVC100 22/22 Q1017 RERA,M
SBGR,2025-01-17 00:45,71.60,71.60,100.00,90.00,8.00,0.00,30.03,M,1.86,M,BKN,FEW,OVC,M,600.00,4000.00,7000.00,M,+TSRA,M,M,M,M,M,M,71.60,SBGR 170045Z 09008KT 3000 +TSRA BKN006 FEW040CB OVC070 22/22 Q1017 RERA,M
SBAN,2025-01-17 01:00,68.00,68.00,100.00,10.00,6.00,0.00,30.03,M,6.21,M,SCT,SCT,M,M,700.00,1000.00,M,M,-RA,M,M,M,M,M,M,68.00,SBAN 170100Z 01006KT 9999 -RA SCT007 SCT010 20/20 Q1017,M
SBGR,2025-01-17 01:00,71.60,69.80,94.06,110.00,7.00,0.00,30.03,M,3.11,M,BKN,FEW,OVC,M,1700.00,4000.00,7000.00,M,TSRA,M,M,M,M,M,M,71.60,SBGR 170100Z 11007KT 5000 TSRA BKN017 FEW040CB OVC070 22/21 Q1017 RERA,M
SBGR,2025-01-17 01:30,71.60,69.80,94.06,100.00,7.00,0.00,30.03,M,5.59,M,BKN,OVC,M,M,600.00,7000.00,M,M,-RA,M,M,M,M,M,M,71.60,SBGR 170130Z 10007KT 9000 -RA BKN006 OVC070 22/21 Q1017 RETSRA,M
SBAN,2025-01-17 02:00,66.20,66.20,100.00,10.00,6.00,0.00,30.06,M,6.21,M,BKN,SCT,M,M,400.00,1000.00,M,M,-RA,M,M,M,M,M,M,66.20,SBAN 170200Z 01006KT 9999 -RA BKN004 SCT010 19/19 Q1018,M
SBGR,2025-01-17 02:00,71.60,69.80,94.06,60.00,10.00,0.00,30.03,M,5.59,M,OVC,M,M,M,600.00,M,M,M,-RA,M,M,M,M,M,M,71.60,SBGR 170200Z 06010KT 9000 -RA OVC006 22/21 Q1017 RETSRA,M
SBGR,2025-01-17 03:00,69.80,69.80,100.00,70.00,11.00,0.00,30.03,M,6.21,M,OVC,M,M,M,500.00,M,M,M,-RA,M,M,M,M,M,M,69.80,SBGR 170300Z 07011KT 9999 -RA OVC005 21/21 Q1017,M
SBAN,2025-01-17 03:00,66.20,66.20,100.00,20.00,6.00,0.00,30.06,M,6.21,M,BKN,SCT,M,M,300.00,600.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 170300Z 02006KT 9999 BKN003 SCT006 19/19 Q1018,M
SBAN,2025-01-17 04:00,66.20,66.20,100.00,330.00,4.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,500.00,1000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 170400Z 33004KT 9999 BKN005 SCT010 19/19 Q1017,M
SBGR,2025-01-17 04:00,69.80,68.00,94.01,70.00,9.00,0.00,30.00,M,6.21,M,BKN,OVC,M,M,500.00,8000.00,M,M,-RA,M,M,M,M,M,M,69.80,SBGR 170400Z 07009KT 9999 -RA BKN005 OVC080 21/20 Q1016,M
SBGR,2025-01-17 05:00,69.80,68.00,94.01,70.00,10.00,0.00,30.00,M,6.21,M,OVC,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 170500Z 07010KT 9999 OVC006 21/20 Q1016,M
SBAN,2025-01-17 05:00,66.20,66.20,100.00,10.00,6.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,500.00,1200.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 170500Z 01006KT 9999 BKN005 SCT012 19/19 Q1017,M
SBAN,2025-01-17 06:00,64.40,64.40,100.00,320.00,4.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,600.00,1200.00,M,M,M,M,M,M,M,M,M,64.40,COR SBAN 170600Z 32004KT 9999 BKN006 SCT012 18/18 Q1017,M
SBGR,2025-01-17 06:00,69.80,68.00,94.01,80.00,7.00,0.00,30.00,M,6.21,M,BKN,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 170600Z 08007KT 9999 BKN006 21/20 Q1016,M
SBGR,2025-01-17 07:00,69.80,68.00,94.01,80.00,5.00,0.00,30.00,M,6.21,M,SCT,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 170700Z 08005KT 9999 SCT006 21/20 Q1016,M
SBAN,2025-01-17 07:00,64.40,64.40,100.00,10.00,6.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,600.00,1000.00,M,M,M,M,M,M,M,M,M,64.40,SBAN 170700Z 01006KT 9999 BKN006 SCT010 18/18 Q1017,M
SBGR,2025-01-17 08:00,69.80,68.00,94.01,70.00,5.00,0.00,30.00,M,6.21,M,SCT,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 170800Z 07005KT 9999 SCT006 21/20 Q1016,M
SBAN,2025-01-17 08:00,64.40,64.40,100.00,10.00,5.00,0.00,30.03,M,6.21,M,BKN,SCT,M,M,400.00,900.00,M,M,M,M,M,M,M,M,M,64.40,SBAN 170800Z 01005KT 9999 BKN004 SCT009 18/18 Q1017,M
SBGR,2025-01-17 09:00,69.80,68.00,94.01,110.00,5.00,0.00,30.00,M,6.21,M,FEW,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 170900Z 11005KT 9999 FEW005 21/20 Q1016,M
SBAN,2025-01-17 09:00,66.20,66.20,100.00,10.00,9.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,300.00,700.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 170900Z 01009KT 9999 FEW003 BKN007 19/19 Q1017,M
SBGR,2025-01-17 10:00,69.80,68.00,94.01,90.00,3.00,0.00,30.03,M,6.21,M,FEW,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 171000Z 09003KT 9999 FEW005 21/20 Q1017,M
SBAN,2025-01-17 10:00,66.20,66.20,100.00,10.00,5.00,0.00,30.09,M,5.59,M,FEW,BKN,BKN,M,300.00,500.00,1700.00,M,M,M,M,M,M,M,M,66.20,SBAN 171000Z 01005KT 330V050 9000 FEW003 BKN005 BKN017 19/19 Q1019,M
SBGR,2025-01-17 11:00,73.40,68.00,83.21,50.00,7.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 171100Z 05007KT CAVOK 23/20 Q1017,M
SBAN,2025-01-17 11:00,68.00,68.00,100.00,30.00,8.00,0.00,30.09,M,6.21,M,BKN,BKN,BKN,M,500.00,1000.00,1700.00,M,SHRA,M,M,M,M,M,M,68.00,SBAN 171100Z 03008KT 350V070 9999 SHRA BKN005 BKN010 BKN017 20/20 Q1019,M
SBAN,2025-01-17 12:00,68.00,68.00,100.00,10.00,9.00,0.00,30.12,M,6.21,M,SCT,BKN,BKN,M,700.00,1000.00,1300.00,M,M,M,M,M,M,M,M,68.00,COR SBAN 171200Z 01009KT 340V040 9999 SCT007 BKN010 BKN013 20/20 Q1020 RESHRA,M
SBGR,2025-01-17 12:00,77.00,68.00,73.78,40.00,8.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 171200Z 04008KT CAVOK 25/20 Q1018,M
SBGR,2025-01-17 13:00,78.80,68.00,69.52,30.00,9.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 171300Z 03009KT CAVOK 26/20 Q1018,M
SBAN,2025-01-17 13:00,71.60,68.00,88.43,360.00,9.00,0.00,30.15,M,6.21,M,SCT,BKN,BKN,M,700.00,1200.00,1700.00,M,M,M,M,M,M,M,M,71.60,SBAN 171300Z 36009KT 320V030 9999 SCT007 BKN012 BKN017 22/20 Q1021,M
SBGR,2025-01-17 14:00,80.60,68.00,65.54,10.00,12.00,0.00,30.03,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,83.29,SBGR 171400Z 01012KT 9999 SCT033 27/20 Q1017,M
SBAN,2025-01-17 14:00,75.20,66.20,73.61,350.00,10.00,0.00,30.12,M,6.21,M,FEW,BKN,BKN,M,1200.00,1500.00,2500.00,M,M,M,M,M,M,M,M,75.20,SBAN 171400Z 35010KT 310V040 9999 FEW012 BKN015 BKN025 24/19 Q1020,M
SBAN,2025-01-17 15:00,77.00,68.00,73.78,10.00,10.00,0.00,30.12,M,6.21,M,SCT,BKN,BKN,M,1200.00,1500.00,2500.00,M,SHRA,M,M,M,M,M,M,77.00,SBAN 171500Z 01010KT 330V040 9999 SHRA SCT012 BKN015 BKN025 25/20 Q1020,M
SBGR,2025-01-17 15:00,82.40,68.00,61.81,330.00,11.00,0.00,30.03,M,6.21,M,SCT,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,85.38,SBGR 171500Z 33011KT 9999 SCT036 28/20 Q1017,M
SBAN,2025-01-17 16:00,75.20,68.00,78.34,350.00,9.00,0.00,30.09,M,3.11,M,SCT,BKN,BKN,M,1200.00,1500.00,2500.00,M,-RA,M,M,M,M,M,M,75.20,SBAN 171600Z 35009KT 310V030 5000 -RA SCT012 BKN015 BKN025 24/20 Q1019 RESHRA,M
SBGR,2025-01-17 16:00,80.60,68.00,65.54,330.00,7.00,0.00,30.03,M,6.21,M,SCT,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,83.29,SBGR 171600Z 33007KT 9999 SCT036 27/20 Q1017,M
SBGR,2025-01-17 17:00,80.60,68.00,65.54,310.00,5.00,0.00,30.00,M,6.21,M,FEW,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,83.29,SBGR 171700Z 31005KT 9999 FEW035 27/20 Q1016,M
SBAN,2025-01-17 17:00,75.20,68.00,78.34,360.00,9.00,0.00,30.09,M,3.73,M,FEW,BKN,BKN,M,1300.00,1700.00,2500.00,M,-RA,M,M,M,M,M,M,75.20,SBAN 171700Z 36009KT 320V040 6000 -RA FEW013 BKN017 BKN025 24/20 Q1019,M
SBAN,2025-01-17 18:00,77.00,68.00,73.78,360.00,9.00,0.00,30.06,M,6.21,M,FEW,SCT,BKN,FEW,1300.00,1700.00,2500.00,3500.00,VCSH,M,M,M,M,M,M,77.00,SBAN 171800Z 36009KT 320V030 9999 VCSH FEW013 SCT017 BKN025 FEW035TCU 25/20 Q1018,M
SBGR,2025-01-17 18:00,80.60,68.00,65.54,320.00,3.00,0.00,30.00,M,6.21,M,FEW,BKN,M,M,2000.00,10000.00,M,M,M,M,M,M,M,M,M,83.29,SBGR 171800Z 32003KT 9999 FEW020 BKN100 27/20 Q1016,M
SBAN,2025-01-17 19:00,80.60,66.20,61.58,360.00,11.00,0.00,30.03,M,6.21,M,FEW,SCT,BKN,FEW,1300.00,2000.00,2500.00,3500.00,M,M,M,M,M,M,M,82.75,SBAN 171900Z 36011KT 320V050 9999 FEW013 SCT020 BKN025 FEW035TCU 27/19 Q1017,M
SBGR,2025-01-17 19:00,80.60,69.80,69.71,0.00,0.00,0.00,30.00,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,83.90,SBGR 171900Z 00000KT 9999 SCT030 27/21 Q1016,M
SBGR,2025-01-17 20:00,80.60,68.00,65.54,20.00,6.00,0.00,29.97,M,6.21,M,SCT,BKN,M,M,3000.00,8000.00,M,M,M,M,M,M,M,M,M,83.29,SBGR 172000Z 02006KT 9999 SCT030 BKN080 27/20 Q1015,M
SBAN,2025-01-17 20:00,71.60,68.00,88.43,330.00,7.00,0.00,30.03,M,6.21,M,BKN,BKN,BKN,FEW,500.00,1000.00,2500.00,3500.00,M,M,M,M,M,M,M,71.60,SBAN 172000Z 33007KT 250V020 9999 BKN005 BKN010 BKN025 FEW035TCU 22/20 Q1017 RESHRA,M
SBAN,2025-01-17 21:00,71.60,69.80,94.06,330.00,6.00,0.00,30.03,M,6.21,M,FEW,BKN,FEW,BKN,1000.00,2500.00,3500.00,5000.00,M,M,M,M,M,M,M,71.60,SBAN 172100Z 33006KT 280V350 9999 FEW010 BKN025 FEW035TCU BKN050 22/21 Q1017,M
SBGR,2025-01-17 21:00,80.60,68.00,65.54,10.00,5.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,3000.00,8000.00,M,M,M,M,M,M,M,M,M,83.29,SBGR 172100Z 01005KT 9999 FEW030 BKN080 27/20 Q1015,M
SBAN,2025-01-17 22:00,69.80,68.00,94.01,340.00,5.00,0.00,30.06,M,6.21,M,FEW,BKN,M,M,2500.00,4000.00,M,M,M,M,M,M,M,M,M,69.80,SBAN 172200Z 34005KT 310V010 9999 FEW025 BKN040 21/20 Q1018,M
SBGR,2025-01-17 22:00,80.60,68.00,65.54,30.00,5.00,0.00,30.00,M,6.21,M,FEW,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,83.29,SBGR 172200Z 03005KT 9999 FEW020 27/20 Q1016,M
SBGR,2025-01-17 23:00,78.80,69.80,73.95,360.00,2.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 172300Z 36002KT CAVOK 26/21 Q1017,M
SBAN,2025-01-17 23:00,68.00,68.00,100.00,340.00,4.00,0.00,30.09,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,68.00,SBAN 172300Z 34004KT 9999 FEW040 20/20 Q1019,M
SBAN,2025-01-18 00:00,68.00,68.00,100.00,340.00,6.00,0.00,30.09,M,6.21,M,FEW,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,68.00,SBAN 180000Z 34006KT 9999 FEW005 20/20 Q1019,M
SBGR,2025-01-18 00:00,73.40,69.80,88.51,200.00,1.00,0.00,30.03,M,6.21,M,FEW,BKN,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,73.40,SBGR 180000Z 20001KT 9999 FEW050TCU BKN070 23/21 Q1017,M
SBAN,2025-01-18 01:00,68.00,68.00,100.00,340.00,4.00,0.00,30.12,M,6.21,M,SCT,M,M,M,500.00,M,M,M,M,M,M,M,M,M,M,68.00,SBAN 180100Z 34004KT 9999 SCT005 20/20 Q1020,M
SBGR,2025-01-18 01:00,75.20,69.80,83.32,170.00,3.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,4500.00,7000.00,M,M,M,M,M,M,M,M,M,75.20,SBGR 180100Z 17003KT 9999 SCT045 BKN070 24/21 Q1018,M
SBGR,2025-01-18 02:00,73.40,69.80,88.51,230.00,3.00,0.00,30.06,M,6.21,M,FEW,BKN,M,M,4500.00,10000.00,M,M,M,M,M,M,M,M,M,73.40,SBGR 180200Z 23003KT 9999 FEW045 BKN100 23/21 Q1018,M
SBAN,2025-01-18 02:00,68.00,68.00,100.00,340.00,4.00,0.00,30.15,M,0.31,M,SCT,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,68.00,SBAN 180200Z 34004KT 0500 R24R/M0050 R06L/M0050 FG SCT002 20/20 Q1021,M
SBGR,2025-01-18 03:00,73.40,68.00,83.21,230.00,3.00,0.00,30.06,M,6.21,M,SCT,BKN,M,M,1700.00,10000.00,M,M,M,M,M,M,M,M,M,73.40,SBGR 180300Z 23003KT 9999 SCT017 BKN100 23/20 Q1018,M
SBAN,2025-01-18 03:00,66.20,66.20,100.00,340.00,4.00,0.00,30.12,M,0.31,M,SCT,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,66.20,SBAN 180300Z 34004KT 0500 R24R/M0050 R06L/M0050 FG SCT002 19/19 Q1020,M
SBGR,2025-01-18 04:00,71.60,68.00,88.43,240.00,3.00,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 180400Z 24003KT CAVOK 22/20 Q1017,M
SBAN,2025-01-18 04:00,68.00,68.00,100.00,310.00,4.00,0.00,30.15,M,0.31,M,SCT,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,68.00,SBAN 180400Z 31004KT 0500 R06L/M0050 R24R/M0050 FG SCT002 20/20 Q1021,M
SBGR,2025-01-18 05:00,71.60,68.00,88.43,0.00,0.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 180500Z 00000KT CAVOK 22/20 Q1016,M
SBAN,2025-01-18 05:00,68.00,68.00,100.00,360.00,4.00,0.00,30.15,M,0.31,M,SCT,M,M,M,200.00,M,M,M,FG,M,M,M,M,M,M,68.00,SBAN 180500Z 36004KT 0500 R06L/M0050 R24R/M0050 FG SCT002 20/20 Q1021,M
SBAN,2025-01-18 06:00,68.00,68.00,100.00,360.00,3.00,0.00,30.15,M,6.21,M,SCT,SCT,M,M,400.00,10000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 180600Z 36003KT 9999 SCT004 SCT100 20/20 Q1021,M
SBGR,2025-01-18 06:00,69.80,68.00,94.01,200.00,1.00,0.00,30.00,M,4.35,M,FEW,BKN,M,M,4500.00,10000.00,M,M,-RA,M,M,M,M,M,M,69.80,SBGR 180600Z 20001KT 7000 -RA FEW045 BKN100 21/20 Q1016,M
SBAN,2025-01-18 07:00,66.20,66.20,100.00,10.00,4.00,0.00,30.15,M,6.21,M,SCT,M,M,M,300.00,M,M,M,M,M,M,M,M,M,M,66.20,SBAN 180700Z 01004KT 9999 SCT003 19/19 Q1021,M
SBGR,2025-01-18 07:00,69.80,68.00,94.01,180.00,1.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 180700Z 18001KT CAVOK 21/20 Q1016,M
SBGR,2025-01-18 08:00,69.80,68.00,94.01,100.00,1.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 180800Z 10001KT CAVOK 21/20 Q1016,M
SBAN,2025-01-18 08:00,66.20,66.20,100.00,340.00,2.00,0.00,30.15,M,6.21,M,SCT,SCT,M,M,300.00,10000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 180800Z 34002KT 9999 SCT003 SCT100 19/19 Q1021,M
SBGR,2025-01-18 09:00,69.80,68.00,94.01,0.00,0.00,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 180900Z 00000KT CAVOK 21/20 Q1016,M
