station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBAN,2025-01-08 06:00,68.00,68.00,100.00,330.00,2.00,0.00,29.97,M,6.21,M,BKN,SCT,M,M,400.00,1000.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 080600Z 33002KT 9999 BKN004 SCT010 20/20 Q1015,M
SBGR,2025-01-08 07:00,66.20,64.40,93.92,110.00,4.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,900.00,1300.00,M,M,M,M,M,M,M,M,M,66.20,SBGR 080700Z 11004KT 9999 FEW009 BKN013 19/18 Q1013,M
SBAN,2025-01-08 07:00,66.20,66.20,100.00,290.00,4.00,0.00,30.00,M,6.21,M,BKN,SCT,M,M,300.00,1000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 080700Z 29004KT 9999 BKN003 SCT010 19/19 Q1016,M
SBGR,2025-01-08 08:00,68.00,64.40,88.26,110.00,2.00,0.00,29.94,M,6.21,M,FEW,BKN,M,M,700.00,900.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 080800Z 11002KT 9999 FEW007 BKN009 20/18 Q1014,M
SBAN,2025-01-08 08:00,66.20,66.20,100.00,250.00,4.00,0.00,30.00,M,6.21,M,SCT,SCT,M,M,500.00,1000.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 080800Z 25004KT 9999 SCT005 SCT010 19/19 Q1016,M
SBAN,2025-01-08 09:00,68.00,68.00,100.00,320.00,3.00,0.00,30.00,M,6.21,M,BKN,SCT,M,M,300.00,500.00,M,M,M,M,M,M,M,M,M,68.00,SBAN 080900Z 32003KT 9999 BKN003 SCT005 20/20 Q1016,M
SBGR,2025-01-08 09:00,66.20,64.40,93.92,80.00,5.00,0.00,29.94,M,4.35,M,BKN,OVC,M,M,1100.00,1900.00,M,M,M,M,M,M,M,M,M,66.20,SBGR 080900Z 08005KT 7000 BKN011 OVC019 19/18 Q1014,M
SBGR,2025-01-08 09:34,68.00,64.40,88.26,60.00,5.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,1300.00,1700.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 080934Z 06005KT 020V080 9999 SCT013 BKN017 20/18 Q1014,M
SBGR,2025-01-08 10:00,68.00,64.40,88.26,120.00,5.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,1300.00,1600.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 081000Z 12005KT 100V170 9999 SCT013 BKN016 20/18 Q1014,M
SBAN,2025-01-08 10:00,68.00,68.00,100.00,330.00,3.00,0.00,30.00,M,6.21,M,BKN,M,M,M,300.00,M,M,M,M,M,M,M,M,M,M,68.00,SBAN 081000Z 33003KT 9999 BKN003 20/20 Q1016,M
SBGR,2025-01-08 11:00,69.80,64.40,82.98,70.00,8.00,0.00,29.97,M,6.21,M,SCT,BKN,M,M,1300.00,1500.00,M,M,M,M,M,M,M,M,M,69.80,SBGR 081100Z 07008KT 040V100 9999 SCT013 BKN015 21/18 Q1015,M
SBAN,2025-01-08 11:00,69.80,68.00,94.01,330.00,5.00,0.00,30.03,M,6.21,M,BKN,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,69.80,SBAN 081100Z 33005KT 9999 BKN006 21/20 Q1017,M
SBGR,2025-01-08 12:00,69.80,64.40,82.98,70.00,8.00,0.00,29.97,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 081200Z 07008KT 9999 BKN017 21/18 Q1015,M
SBAN,2025-01-08 12:00,69.80,68.00,94.01,330.00,5.00,0.00,30.03,M,6.21,M,BKN,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,69.80,SBAN 081200Z 33005KT 9999 BKN006 21/20 Q1017,M
SBAN,2025-01-08 13:00,69.80,68.00,94.01,320.00,4.00,0.00,30.06,M,6.21,M,BKN,M,M,M,500.00,M,M,M,VCSH,M,M,M,M,M,M,69.80,SBAN 081300Z 32004KT 9999 VCSH BKN005 21/20 Q1018,M
SBGR,2025-01-08 13:00,71.60,64.40,78.04,70.00,6.00,0.00,29.97,M,6.21,M,BKN,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 081300Z 07006KT 020V110 9999 BKN019 22/18 Q1015,M
SBAN,2025-01-08 14:00,73.40,69.80,88.51,340.00,3.00,0.00,30.06,M,6.21,M,BKN,BKN,FEW,M,500.00,1500.00,2000.00,M,SHRA,M,M,M,M,M,M,73.40,SBAN 081400Z 34003KT 9999 SHRA BKN005 BKN015 FEW020TCU 23/21 Q1018,M
SBGR,2025-01-08 14:00,77.00,64.40,65.12,80.00,6.00,0.00,29.97,M,6.21,16.00,BKN,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,77.00,SBGR 081400Z 08006G16KT 030V110 9999 BKN026 25/18 Q1015,M
SBAN,2025-01-08 15:00,75.20,68.00,78.34,330.00,5.00,0.00,30.03,M,6.21,M,BKN,BKN,FEW,M,900.00,1500.00,2000.00,M,VCSH,M,M,M,M,M,M,75.20,SBAN 081500Z 33005KT 9999 VCSH BKN009 BKN015 FEW020TCU 24/20 Q1017 RESHRA,M
SBGR,2025-01-08 15:00,78.80,64.40,61.36,130.00,5.00,0.00,29.94,M,6.21,M,BKN,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,78.80,SBGR 081500Z 13005KT 9999 BKN030 26/18 Q1014,M
SBAN,2025-01-08 16:00,77.00,69.80,78.48,330.00,5.00,0.00,30.00,M,6.21,M,BKN,BKN,FEW,M,900.00,1500.00,2000.00,M,VCSH,M,M,M,M,M,M,77.00,SBAN 081600Z 33005KT 9999 VCSH BKN009 BKN015 FEW020TCU 25/21 Q1016,M
SBGR,2025-01-08 16:00,82.40,64.40,54.55,120.00,6.00,0.00,29.94,M,6.21,M,BKN,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,83.98,SBGR 081600Z 12006KT 090V160 9999 BKN036 28/18 Q1014,M
SBGR,2025-01-08 17:00,82.40,62.60,51.21,140.00,4.00,0.00,29.88,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,83.41,COR SBGR 081700Z 14004KT 9999 BKN040 28/17 Q1012,M
SBAN,2025-01-08 17:00,75.20,68.00,78.34,330.00,4.00,0.00,29.97,M,6.21,M,SCT,BKN,FEW,M,900.00,1500.00,2000.00,M,VCSH,M,M,M,M,M,M,75.20,SBAN 081700Z 33004KT 9999 VCSH SCT009 BKN015 FEW020TCU 24/20 Q1015,M
SBGR,2025-01-08 18:00,77.00,66.20,69.33,140.00,11.00,0.00,29.88,M,6.21,M,BKN,FEW,M,M,2300.00,3000.00,M,M,M,M,M,M,M,M,M,77.00,SBGR 081800Z 14011KT 9999 BKN023 FEW030TCU 25/19 Q1012,M
SBAN,2025-01-08 18:00,71.60,69.80,94.06,350.00,4.00,0.00,29.91,M,6.21,M,SCT,BKN,FEW,M,900.00,1500.00,2000.00,M,SHRA,M,M,M,M,M,M,71.60,SBAN 081800Z 35004KT 9999 SHRA SCT009 BKN015 FEW020TCU 22/21 Q1013,M
SBGR,2025-01-08 18:20,73.40,66.20,78.19,160.00,19.00,0.00,29.88,M,3.73,M,BKN,SCT,M,M,2300.00,3000.00,M,M,TSRA,M,M,M,M,M,M,73.40,SBGR 081820Z 16019KT 6000 1500W TSRA BKN023 SCT030CB 23/19 Q1012,M
SBGR,2025-01-08 18:42,71.60,69.80,94.06,130.00,4.00,0.00,29.88,M,4.97,M,SCT,BKN,FEW,M,1700.00,2100.00,3000.00,M,-TSRA,M,M,M,M,M,M,71.60,COR SBGR 081842Z 13004KT 8000 -TSRA SCT017 BKN021 FEW030CB 22/21 Q1012 RERA,M
SBGR,2025-01-08 19:00,73.40,69.80,88.51,140.00,5.00,0.00,29.88,M,6.21,M,BKN,BKN,M,M,1900.00,2100.00,M,M,M,M,M,M,M,M,M,73.40,COR SBGR 081900Z 14005KT 9999 BKN019 BKN021 23/21 Q1012 RETS RETSRA,M
SBAN,2025-01-08 19:00,71.60,68.00,88.43,350.00,4.00,0.00,29.94,M,6.21,M,BKN,BKN,FEW,M,600.00,1500.00,2000.00,M,SHRA,M,M,M,M,M,M,71.60,SBAN 081900Z 35004KT 9999 SHRA BKN006 BKN015 FEW020TCU 22/20 Q1014,M
SBAN,2025-01-08 20:00,69.80,69.80,100.00,320.00,2.00,0.00,29.91,M,6.21,M,BKN,SCT,FEW,M,600.00,1500.00,2000.00,M,VCSH,M,M,M,M,M,M,69.80,COR SBAN 082000Z 32002KT 9999 VCSH BKN006 SCT015 FEW020TCU 21/21 Q1013,M
SBGR,2025-01-08 20:00,71.60,66.20,83.09,120.00,10.00,0.00,29.88,M,6.21,M,BKN,BKN,M,M,1900.00,2300.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 082000Z 12010KT 9999 BKN019 BKN023 22/19 Q1012,M
SBAN,2025-01-08 21:00,68.00,68.00,100.00,0.00,0.00,0.00,29.94,M,6.21,M,FEW,BKN,FEW,M,900.00,1500.00,2000.00,M,VCSH VCTS,M,M,M,M,M,M,68.00,SBAN 082100Z 00000KT 9999 VCSH VCTS FEW009 BKN015 FEW020CB 20/20 Q1014,M
SBGR,2025-01-08 21:00,71.60,66.20,83.09,130.00,7.00,0.00,29.88,M,6.21,M,BKN,BKN,M,M,4000.00,10000.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 082100Z 13007KT 9999 BKN040 BKN100 22/19 Q1012,M
SBAN,2025-01-08 22:00,68.00,68.00,100.00,M,2.00,0.00,29.97,M,1.86,M,SCT,BKN,FEW,BKN,100.00,1000.00,3000.00,7000.00,TSRA BR,M,M,M,M,M,M,68.00,SBAN 082200Z VRB02KT 3000 TSRA BR SCT001 BKN010 FEW030CB BKN070 20/20 Q1015,M
SBGR,2025-01-08 22:00,71.60,66.20,83.09,140.00,6.00,0.00,29.91,M,6.21,M,BKN,BKN,M,M,1700.00,3000.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 082200Z 14006KT 9999 BKN017 BKN030 22/19 Q1013,M
SBAN,2025-01-08 23:00,68.00,68.00,100.00,M,2.00,0.00,30.00,M,3.73,M,FEW,BKN,FEW,BKN,100.00,400.00,3000.00,7000.00,-TSRA,M,M,M,M,M,M,68.00,SBAN 082300Z VRB02KT 6000 -TSRA FEW001 BKN004 FEW030CB BKN070 20/20 Q1016 RERA,M
SBGR,2025-01-08 23:00,69.80,66.20,88.34,140.00,6.00,0.00,29.94,M,6.21,M,FEW,BKN,BKN,M,1300.00,3300.00,9000.00,M,M,M,M,M,M,M,M,69.80,SBGR 082300Z 14006KT 9999 FEW013 BKN033 BKN090 21/19 Q1014,M
SBAN,2025-01-09 00:00,68.00,68.00,100.00,180.00,5.00,0.00,30.00,M,1.86,M,FEW,BKN,FEW,BKN,100.00,400.00,3000.00,7000.00,-RA,M,M,M,M,M,M,68.00,SBAN 090000Z 18005KT 3000 -RA FEW001 BKN004 FEW030TCU BKN070 20/20 Q1016 RETS,M
SBGR,2025-01-09 00:00,69.80,64.40,82.98,130.00,6.00,0.00,29.94,M,6.21,M,FEW,SCT,BKN,M,3000.00,4000.00,7000.00,M,M,M,M,M,M,M,M,69.80,SBGR 090000Z 13006KT 9999 FEW030 SCT040 BKN070 21/18 Q1014,M
SBAN,2025-01-09 01:00,66.20,66.20,100.00,140.00,5.00,0.00,30.03,M,1.86,M,FEW,BKN,FEW,BKN,100.00,400.00,3000.00,7000.00,RA,M,M,M,M,M,M,66.20,SBAN 090100Z 14005KT 3000 RA FEW001 BKN004 FEW030TCU BKN070 19/19 Q1017,M
SBGR,2025-01-09 01:00,68.00,64.40,88.26,110.00,7.00,0.00,29.97,M,6.21,M,BKN,BKN,M,M,1100.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 090100Z 11007KT 9999 BKN011 BKN070 20/18 Q1015,M
SBGR,2025-01-09 02:00,68.00,64.40,88.26,140.00,4.00,0.00,29.97,M,6.21,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 090200Z 14004KT 9999 OVC009 20/18 Q1015,M
SBAN,2025-01-09 02:00,66.20,66.20,100.00,80.00,6.00,0.00,30.00,M,1.86,M,FEW,BKN,FEW,BKN,300.00,400.00,3000.00,7000.00,-RA BR,M,M,M,M,M,M,66.20,SBAN 090200Z 08006KT 3000 -RA BR FEW003 BKN004 FEW030TCU BKN070 19/19 Q1016 RERA,M
SBGR,2025-01-09 03:00,68.00,64.40,88.26,130.00,4.00,0.00,29.94,M,6.21,M,OVC,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 090300Z 13004KT 9999 OVC009 20/18 Q1014,M
SBAN,2025-01-09 03:00,66.20,66.20,100.00,70.00,8.00,0.00,30.00,M,2.49,M,BKN,SCT,FEW,M,200.00,600.00,3000.00,M,-RA BR,M,M,M,M,M,M,66.20,SBAN 090300Z 07008KT 4000 -RA BR BKN002 SCT006 FEW030TCU 19/19 Q1016,M
SBGR,2025-01-09 04:00,68.00,64.40,88.26,90.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 090400Z 09007KT 9999 OVC013 20/18 Q1013,M
SBAN,2025-01-09 04:00,66.20,66.20,100.00,290.00,5.00,0.00,30.00,M,6.21,M,BKN,BKN,M,M,400.00,10000.00,M,M,-RA,M,M,M,M,M,M,66.20,SBAN 090400Z 29005KT 9999 -RA BKN004 BKN100 19/19 Q1016,M
SBGR,2025-01-09 05:00,68.00,64.40,88.26,90.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 090500Z 09006KT 9999 OVC013 20/18 Q1013,M
SBAN,2025-01-09 05:00,66.20,66.20,100.00,250.00,4.00,0.00,29.97,M,3.73,M,BKN,BKN,M,M,500.00,10000.00,M,M,-RA,M,M,M,M,M,M,66.20,SBAN 090500Z 25004KT 6000 -RA BKN005 BKN100 19/19 Q1015,M
SBGR,2025-01-09 06:00,66.20,64.40,93.92,150.00,4.00,0.00,29.91,M,5.59,M,OVC,M,M,M,900.00,M,M,M,-DZ,M,M,M,M,M,M,66.20,SBGR 090600Z 15004KT 9000 -DZ OVC009 19/18 Q1013,M
SBAN,2025-01-09 06:00,66.20,66.20,100.00,360.00,3.00,0.00,29.94,M,4.97,M,BKN,BKN,M,M,400.00,10000.00,M,M,-RA,M,M,M,M,M,M,66.20,SBAN 090600Z 36003KT 8000 3000SW -RA BKN004 BKN100 19/19 Q1014,M
SBGR,2025-01-09 07:00,66.20,64.40,93.92,150.00,4.00,0.00,29.88,M,6.21,M,BKN,OVC,M,M,900.00,2000.00,M,M,M,M,M,M,M,M,M,66.20,SBGR 090700Z 15004KT 9999 BKN009 OVC020 19/18 Q1012,M
SBAN,2025-01-09 07:00,64.40,64.40,100.00,270.00,4.00,0.00,29.97,M,2.49,M,BKN,BKN,M,M,600.00,10000.00,M,M,BR,M,M,M,M,M,M,64.40,SBAN 090700Z 27004KT 4000 BR BKN006 BKN100 18/18 Q1015,M
SBAN,2025-01-09 08:00,66.20,66.20,100.00,360.00,4.00,0.00,29.94,M,4.97,M,FEW,BKN,BKN,M,200.00,400.00,10000.00,M,-RA,M,M,M,M,M,M,66.20,SBAN 090800Z 36004KT 8000 -RA FEW002 BKN004 BKN100 19/19 Q1014,M
SBGR,2025-01-09 08:00,66.20,62.60,88.18,120.00,5.00,0.00,29.88,M,6.21,M,BKN,BKN,M,M,2000.00,7000.00,M,M,M,M,M,M,M,M,M,66.20,SBGR 090800Z 12005KT 9999 BKN020 BKN070 19/17 Q1012,M
SBGR,2025-01-09 09:00,66.20,62.60,88.18,130.00,4.00,0.00,29.91,M,6.21,M,BKN,OVC,M,M,1100.00,7000.00,M,M,M,M,M,M,M,M,M,66.20,SBGR 090900Z 13004KT 9999 BKN011 OVC070 19/17 Q1013,M
SBAN,2025-01-09 09:00,66.20,66.20,100.00,350.00,4.00,0.00,29.94,M,0.56,M,FEW,BKN,BKN,M,200.00,400.00,10000.00,M,FG,M,M,M,M,M,M,66.20,SBAN 090900Z 35004KT 0900 R06L/P2000 R24R/P2000 FG FEW002 BKN004 BKN100 19/19 Q1014,M
SBAN,2025-01-09 10:00,66.20,66.20,100.00,350.00,4.00,0.00,29.97,M,0.56,M,BKN,M,M,M,300.00,M,M,M,-DZ FG,M,M,M,M,M,M,66.20,SBAN 091000Z 35004KT 0900 R06L/1800 R24R/P2000 -DZ FG BKN003 19/19 Q1015,M
SBGR,2025-01-09 10:00,68.00,62.60,82.86,110.00,5.00,0.00,29.94,M,6.21,M,BKN,BKN,M,M,1300.00,7000.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 091000Z 11005KT 9999 BKN013 BKN070 20/17 Q1014,M
SBAN,2025-01-09 11:00,68.00,68.00,100.00,350.00,4.00,0.00,29.97,M,0.31,M,BKN,M,M,M,300.00,M,M,M,-DZ FG,M,M,M,M,M,M,68.00,SBAN 091100Z 35004KT 0500 R06L/0900 R24R/P2000 -DZ FG BKN003 20/20 Q1015,M
SBGR,2025-01-09 11:00,68.00,62.60,82.86,140.00,4.00,0.00,29.94,M,6.21,M,BKN,BKN,M,M,1300.00,1700.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 091100Z 14004KT 9999 BKN013 BKN017 20/17 Q1014,M
SBAN,2025-01-09 12:00,68.00,68.00,100.00,350.00,5.00,0.00,30.00,M,0.62,M,BKN,M,M,M,300.00,M,M,M,BR BCFG,M,M,M,M,M,M,68.00,SBAN 091200Z 35005KT 1000 R06L/P2000 R24R/P2000 BR BCFG BKN003 20/20 Q1016,M
SBGR,2025-01-09 12:00,69.80,62.60,77.90,110.00,4.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 091200Z 11004KT 9999 OVC015 21/17 Q1014,M
SBAN,2025-01-09 13:00,69.80,69.80,100.00,340.00,6.00,0.00,30.00,M,1.24,M,BKN,M,M,M,300.00,M,M,M,-DZ BR,M,M,M,M,M,M,69.80,SBAN 091300Z 34006KT 2000 -DZ BR BKN003 21/21 Q1016,M
SBGR,2025-01-09 13:00,71.60,64.40,78.04,110.00,4.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,71.60,SBGR 091300Z 11004KT 9999 OVC019 22/18 Q1014,M
SBAN,2025-01-09 14:00,73.40,68.00,83.21,330.00,6.00,0.00,30.00,M,6.21,18.00,BKN,SCT,M,M,400.00,1500.00,M,M,-DZ,M,M,M,M,M,M,73.40,SBAN 091400Z 33006G18KT 9999 4000NE -DZ BKN004 SCT015 23/20 Q1016,M
SBGR,2025-01-09 14:00,73.40,64.40,73.44,120.00,5.00,0.00,29.94,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 091400Z 12005KT 9999 BKN020 23/18 Q1014,M
SBAN,2025-01-09 15:00,73.40,68.00,83.21,340.00,5.00,0.00,29.97,M,6.21,M,SCT,BKN,BKN,FEW,400.00,600.00,1500.00,2000.00,VCSH,M,M,M,M,M,M,73.40,SBAN 091500Z 34005KT 9999 VCSH SCT004 BKN006 BKN015 FEW020TCU 23/20 Q1015,M
SBGR,2025-01-09 15:00,75.20,64.40,69.14,130.00,5.00,0.00,29.94,M,6.21,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,75.20,SBGR 091500Z 13005KT 9999 OVC025 24/18 Q1014,M
SBGR,2025-01-09 16:00,73.40,64.40,73.44,150.00,8.00,0.00,29.91,M,6.21,M,OVC,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 091600Z 15008KT 9999 OVC025 23/18 Q1013,M
SBAN,2025-01-09 16:00,73.40,68.00,83.21,340.00,5.00,0.00,29.97,M,6.21,M,BKN,BKN,FEW,M,800.00,1500.00,2000.00,M,VCSH,M,M,M,M,M,M,73.40,COR SBAN 091600Z 34005KT 9999 VCSH BKN008 BKN015 FEW020TCU 23/20 Q1015,M
SBGR,2025-01-09 17:00,75.20,64.40,69.14,150.00,8.00,0.00,29.91,M,6.21,M,BKN,OVC,M,M,2600.00,4000.00,M,M,M,M,M,M,M,M,M,75.20,SBGR 091700Z 15008KT 110V180 9999 BKN026 OVC040 24/18 Q1013,M
SBAN,2025-01-09 17:00,71.60,69.80,94.06,340.00,5.00,0.00,29.94,M,4.35,M,BKN,BKN,FEW,M,800.00,1500.00,2000.00,M,-DZ VCSH,M,M,M,M,M,M,71.60,SBAN 091700Z 34005KT 7000 -DZ VCSH BKN008 BKN015 FEW020TCU 22/21 Q1014,M
SBAN,2025-01-09 18:00,71.60,69.80,94.06,350.00,5.00,0.00,29.91,M,6.21,M,BKN,BKN,FEW,M,400.00,1300.00,2000.00,M,VCSH,M,M,M,M,M,M,71.60,SBAN 091800Z 35005KT 9999 2000W VCSH BKN004 BKN013 FEW020TCU 22/21 Q1013,M
SBGR,2025-01-09 18:00,73.40,62.60,68.94,140.00,7.00,0.00,29.88,M,6.21,M,BKN,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 091800Z 14007KT 090V180 9999 BKN026 23/17 Q1012,M
SBGR,2025-01-09 19:00,73.40,64.40,73.44,160.00,10.00,0.00,29.88,M,6.21,M,BKN,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,73.40,SBGR 091900Z 16010KT 120V200 9999 BKN021 23/18 Q1012,M
SBAN,2025-01-09 19:00,68.00,68.00,100.00,350.00,5.00,0.00,29.91,M,1.24,M,BKN,BKN,FEW,M,200.00,1300.00,2000.00,M,RA BR,M,M,M,M,M,M,68.00,SBAN 091900Z 35005KT 2000 RA BR BKN002 BKN013 FEW020TCU 20/20 Q1013,M
SBAN,2025-01-09 20:00,69.80,68.00,94.01,320.00,4.00,0.00,29.91,M,6.21,M,BKN,BKN,FEW,M,300.00,1300.00,2000.00,M,VCSH,M,M,M,M,M,M,69.80,SBAN 092000Z 32004KT 9999 VCSH BKN003 BKN013 FEW020TCU 21/20 Q1013,M
SBGR,2025-01-09 20:00,71.60,62.60,73.27,130.00,7.00,0.00,29.91,M,6.21,M,BKN,BKN,M,M,2100.00,3000.00,M,M,M,M,M,M,M,M,M,71.60,SBGR 092000Z 13007KT 100V170 9999 BKN021 BKN030 22/17 Q1013,M
SBAN,2025-01-09 21:00,68.00,68.00,100.00,330.00,5.00,0.00,29.91,M,6.21,M,BKN,BKN,FEW,M,300.00,1300.00,2000.00,M,-RA,M,M,M,M,M,M,68.00,SBAN 092100Z 33005KT 9999 4000NE -RA BKN003 BKN013 FEW020TCU 20/20 Q1013,M
SBGR,2025-01-09 21:00,69.80,62.60,77.90,130.00,9.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,69.80,SBGR 092100Z 13009KT 100V160 9999 BKN017 21/17 Q1013,M
SBGR,2025-01-09 22:00,68.00,62.60,82.86,130.00,8.00,0.00,29.94,M,6.21,M,BKN,BKN,M,M,1500.00,2300.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 092200Z 13008KT 100V160 9999 BKN015 BKN023 20/17 Q1014,M
SBAN,2025-01-09 22:00,66.20,66.20,100.00,320.00,5.00,0.00,29.94,M,6.21,M,BKN,BKN,FEW,M,300.00,1300.00,2000.00,M,SHRA,M,M,M,M,M,M,66.20,SBAN 092200Z 32005KT 9999 2000NE SHRA BKN003 BKN013 FEW020TCU 19/19 Q1014,M
SBGR,2025-01-09 23:00,68.00,62.60,82.86,130.00,7.00,0.00,29.94,M,6.21,M,BKN,BKN,M,M,1300.00,2000.00,M,M,M,M,M,M,M,M,M,68.00,SBGR 092300Z 13007KT 100V170 9999 BKN013 BKN020 20/17 Q1014,M
SBAN,2025-01-09 23:00,66.20,66.20,100.00,M,3.00,0.00,29.94,M,1.86,M,BKN,BKN,FEW,M,300.00,1300.00,2000.00,M,-DZ BR,M,M,M,M,M,M,66.20,SBAN 092300Z VRB03KT 3000 -DZ BR BKN003 BKN013 FEW020TCU 19/19 Q1014 RESHRA,M
SBGR,2025-01-10 00:00,68.00,62.60,82.86,110.00,7.00,0.00,29.94,M,6.21,M,BKN,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 100000Z 11007KT 090V150 9999 BKN013 20/17 Q1014,M
SBAN,2025-01-10 00:00,66.20,66.20,100.00,310.00,3.00,0.00,29.97,M,1.86,M,BKN,BKN,FEW,M,200.00,1500.00,3000.00,M,BR,M,M,M,M,M,M,66.20,SBAN 100000Z 31003KT 3000 BR BKN002 BKN015 FEW030TCU 19/19 Q1015,M
SBAN,2025-01-10 01:00,66.20,66.20,100.00,330.00,2.00,0.00,29.97,M,6.21,M,BKN,SCT,M,M,300.00,1500.00,M,M,M,M,M,M,M,M,M,66.20,SBAN 100100Z 33002KT 9999 BKN003 SCT015 19/19 Q1015,M
SBGR,2025-01-10 01:00,68.00,62.60,82.86,110.00,5.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,68.00,SBGR 100100Z 11005KT 9999 OVC013 20/17 Q1014,M
SBAN,2025-01-10 02:00,66.20,66.20,100.00,330.00,2.00,0.00,30.00,M,1.86,M,BKN,SCT,M,M,300.00,1000.00,M,M,BR,M,M,M,M,M,M,66.20,SBAN 100200Z 33002KT 3000 BR BKN003 SCT010 19/19 Q1016,M
SBGR,2025-01-10 02:00,66.20,62.60,88.18,100.00,7.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,66.20,SBGR 100200Z 10007KT 9999 OVC013 19/17 Q1015,M
SBAN,2025-01-10 03:00,66.20,66.20,100.00,330.00,2.00,0.00,30.00,M,1.86,M,BKN,SCT,M,M,300.00,1000.00,M,M,BR,M,M,M,M,M,M,66.20,SBAN 100300Z 33002KT 3000 BR BKN003 SCT010 19/19 Q1016,M
SBGR,2025-01-10 03:00,66.20,62.60,88.18,100.00,4.00,0.00,29.94,M,6.21,M,FEW,BKN,BKN,M,2500.00,4600.00,10000.00,M,M,M,M,M,M,M,M,66.20,SBGR 100300Z 10004KT 9999 FEW025 BKN046 BKN100 19/17 Q1014,M
SBGR,2025-01-10 04:00,66.20,62.60,88.18,110.00,5.00,0.00,29.94,M,6.21,M,SCT,BKN,BKN,M,1300.00,2000.00,3000.00,M,M,M,M,M,M,M,M,66.20,SBGR 100400Z 11005KT 9999 SCT013 BKN020 BKN030 19/17 Q1014,M
SBAN,2025-01-10 04:00,64.40,64.40,100.00,320.00,3.00,0.00,30.00,M,2.49,M,BKN,SCT,M,M,300.00,1000.00,M,M,BR,M,M,M,M,M,M,64.40,SBAN 100400Z 32003KT 4000 BR BKN003 SCT010 18/18 Q1016,M
SBGR,2025-01-10 05:00,66.20,62.60,88.18,120.00,6.00,0.00,29.94,M,6.21,M,BKN,BKN,M,M,1300.00,1700.00,M,M,M,M,M,M,M,M,M,66.20,SBGR 100500Z 12006KT 9999 BKN013 BKN017 19/17 Q1014,M
SBAN,2025-01-10 05:00,64.40,64.40,100.00,300.00,3.00,0.00,30.00,M,3.11,M,BKN,SCT,M,M,300.00,1000.00,M,M,BR,M,M,M,M,M,M,64.40,SBAN 100500Z 30003KT 5000 BR BKN003 SCT010 18/18 Q1016,M
